0.0131329,0.01533213559176235
0.0244043,0.052366065866209975
0.0378734,0.10664028994219119
0.0524219,0.16912000096172966
0.0658667,0.22292200530737463
0.078159,0.270757219379418
0.0882121,0.31252632948214387
0.102668,0.35461605029964904
0.114868,0.40079860122375904
0.130442,0.44146381748575336
0.143858,0.4682199164619496
0.156045,0.4963700404401114
0.168257,0.5226454904629255
0.17936,0.5468300134050428
0.193731,0.5746462325954049
0.207044,0.600186102906063
0.220469,0.6147083337501832
0.232676,0.6276799922488674
0.247096,0.6392477153562951
0.2712,0.671419103088213
0.282213,0.7115650573599237
0.295636,0.7335215361206971
0.308959,0.7516200656859109
0.31891,0.7701590164868207
0.333254,0.7917551921790197
0.346618,0.8065154544827832
0.358667,0.8305986992703492
0.372182,0.8392944450621487
0.384077,0.8660193175326374
0.397254,0.9053530877053354
0.408645,0.9151403067362659
0.423006,0.9254603215782193
0.460577,0.9365599254365803
0.472521,0.9639040536949486
0.511517,0.9714442205219028
0.560104,0.9804858511663381
0.596389,0.9999999999999998
